,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124
Point_107,569.1,1000.6,423.2,702.0,594.0,409.2,666.9,1190.4,999.8,333.2,502.0,851.8,811.4,1332.8,890.9,1056.9,827.2,576.5,1075.9,257.1,536.4,580.3,604.4,1027.0,658.3,914.8,1250.9,774.6,795.7,1477.5,1727.7,1666.6,1149.2,2289.1,1641.3,1895.7,1566.7,1595.0,1314.5,1484.6,1315.7,1787.6,1540.4,1340.2,1532.5,1402.3,1208.0,3644.6,3423.6,4028.5,3152.8,4890.6,2843.7,3047.3,2556.6,2708.9,3023.3,3302.0,1667.2,1688.3,1453.1,1697.2,1658.7,1474.5,976.5,1304.5,1416.0,1559.1,1628.0,3541.3,1478.1,1203.5,925.4,1061.6,1219.7,894.6,1336.6,1020.0,972.6,1077.8,1481.8,1091.5,1735.6,1957.4,1866.7,1880.1,4022.8,1600.3,918.4,787.9,715.6,3050.2,1561.9,1136.8,1556.6,2265.5,995.8,1007.7,640.0,295.0,385.1,357.6,162.7,163.3,419.6,673.2,560.1,0.0,1145.0,859.9,356.4,366.6,205.8,496.3,455.9,794.5,763.6,621.9,697.6,598.1,583.1,129.8,837.7,981.6,933.1
Point_108,966.4,1755.4,1581.1,1859.9,1751.9,1353.6,2077.6,2006.7,1816.1,1491.1,1829.3,2287.5,2222.0,2490.7,2301.5,2467.5,1643.5,1645.1,1892.2,1415.0,1694.3,1791.1,1727.6,1843.3,1929.2,1731.1,2067.2,2169.5,1550.5,2635.4,2544.0,2482.9,1965.5,2263.6,2457.6,2712.0,2383.0,2411.3,2130.8,2300.9,2132.0,2603.9,2356.7,1314.7,1506.9,1376.7,1182.4,3619.0,3398.0,4002.9,3127.2,4865.1,2818.1,3021.8,2531.0,2683.4,2997.8,3276.5,1641.6,1662.7,1427.5,1671.6,1633.2,1448.9,1792.8,2120.8,2232.3,2375.4,2444.3,3515.8,2294.4,2019.8,1741.7,1877.9,1194.2,869.0,1376.9,994.5,1788.9,1894.2,2298.1,1907.8,2551.9,2773.7,2683.0,2696.4,3997.3,2416.6,1734.7,1099.3,1531.9,3024.7,1536.3,1953.1,2372.9,2239.9,96.0,483.2,449.4,871.5,580.2,1112.3,1320.6,994.7,816.9,471.8,1376.4,1157.9,0.0,834.4,1172.7,766.9,770.3,1251.1,464.2,611.5,381.3,1376.6,1513.9,807.9,422.8,884.6,949.2,163.4,1687.9
Point_109,667.0,1599.2,1281.7,1560.5,1452.5,1267.6,1778.1,1707.2,1516.7,1191.6,1529.8,1988.1,1922.6,2191.3,2002.1,2168.0,1344.0,1488.9,1592.7,1115.6,1394.9,1491.6,1428.2,1543.9,1629.8,1431.7,1767.7,1870.0,1394.2,2336.0,1272.5,1211.4,780.7,1978.5,2158.2,2412.6,2083.5,2111.9,1831.4,2001.5,1832.6,2304.4,2057.2,594.6,786.9,656.6,726.8,1553.6,1332.6,1937.5,1075.6,2799.6,2533.0,1166.4,2246.0,2398.3,2712.7,1118.3,921.5,988.4,707.5,951.6,936.1,902.1,1493.3,1039.5,960.8,1103.9,1172.8,1450.3,1022.9,748.3,1442.3,1578.5,432.4,107.2,615.1,200.3,1489.4,1594.7,1241.1,1608.4,1280.4,1494.7,1411.5,2396.9,1931.8,2117.2,1435.2,264.9,389.0,1444.4,774.6,1653.7,1101.4,1954.8,685.2,1105.3,957.6,762.3,471.0,956.1,1021.2,695.2,517.4,362.6,1077.0,858.5,834.4,0.0,873.3,657.7,614.0,1094.8,777.4,1233.6,453.0,1220.4,1214.4,1196.6,519.6,728.4,1436.3,670.9,1531.7
Point_110,1255.1,2187.4,1200.2,1479.0,1371.0,1295.5,1162.3,1091.5,900.9,1110.2,914.0,1372.3,1306.8,2109.8,1386.3,1552.3,728.2,1589.0,977.0,1034.1,1313.4,875.8,812.4,928.1,1014.0,815.9,1152.0,1254.2,1982.4,2254.5,1628.8,1567.7,1050.3,2975.1,1542.4,1796.8,1467.7,1496.1,1215.6,1385.7,1216.8,1688.7,1441.5,2026.2,2218.5,2088.2,1894.0,2451.5,2230.6,2835.5,1973.6,3697.6,3529.6,2064.3,3242.6,3394.9,3709.3,2091.8,2353.1,2374.3,2139.1,2383.2,2344.7,2160.4,877.6,1205.6,1317.1,1460.2,1529.1,2348.3,1379.2,1104.6,826.5,962.7,1420.4,733.7,1237.7,598.8,873.7,978.9,1382.9,992.6,1636.7,1858.5,1767.7,1781.1,2829.8,1501.4,819.4,361.5,289.2,2342.3,1762.6,1037.9,1457.7,2951.4,1681.8,2101.9,1954.2,1481.7,1248.8,1544.3,939.7,849.2,1105.5,1359.2,461.2,1012.5,1831.0,626.4,0.0,1290.8,1202.2,1683.0,1555.2,1981.2,1449.6,1808.6,598.7,1784.8,1516.2,1316.6,2024.4,1667.5,2119.8
Point_111,477.4,1156.8,789.8,1068.6,960.6,755.0,1033.5,1468.7,1278.1,699.8,868.6,1218.4,1178.0,1699.4,1257.5,1423.5,1105.5,1046.4,1354.2,623.7,903.0,1253.1,1189.6,1305.3,1391.2,1193.1,1529.2,1631.4,951.8,1844.1,2006.0,1944.9,1427.5,2086.9,1919.6,2174.0,1844.9,1873.3,1592.8,1762.9,1594.0,2065.9,1818.7,1138.0,1330.3,1200.1,1005.8,3442.4,3221.4,3826.3,2950.6,4688.4,2641.5,2845.1,2354.4,2506.7,2821.1,3099.9,1465.0,1486.1,1250.9,1495.0,1456.6,1272.3,1254.8,1582.8,1694.3,1837.4,1906.3,3339.1,1756.4,1481.8,1203.7,1339.9,1017.5,692.4,1614.9,817.9,1250.9,1356.1,1760.1,1369.8,2013.9,2235.7,2145.0,2158.3,3820.6,1878.6,1196.6,1066.2,993.9,2848.1,1359.7,1415.1,1834.9,2063.3,617.7,1037.9,449.6,104.6,186.7,513.7,529.3,441.5,327.8,295.1,838.4,366.6,766.9,657.7,634.7,0.0,171.6,652.4,265.5,950.6,385.6,778.0,975.9,754.2,384.8,286.0,993.8,603.5,1089.3
Point_112,325.5,985.2,629.0,907.8,799.8,583.4,872.7,1381.5,1190.9,539.0,707.8,1057.6,1017.2,1538.6,1096.7,1262.7,1018.3,874.9,1267.0,462.9,742.2,1165.9,1102.4,1218.1,1304.1,1105.9,1442.0,1544.3,780.2,1683.3,1918.8,1857.7,1340.3,2045.4,1832.4,2086.9,1757.8,1786.1,1505.6,1675.7,1506.9,1978.7,1731.5,1096.5,1288.8,1158.6,964.3,3400.9,3179.9,3784.8,2909.1,4646.9,2600.0,2803.6,2312.9,2465.2,2779.6,3058.4,1423.5,1444.6,1209.4,1453.5,1415.1,1230.8,1167.6,1495.6,1607.1,1750.2,1819.1,3297.6,1669.2,1394.6,1116.5,1252.7,976.0,650.9,1527.7,776.4,1163.7,1269.0,1672.9,1282.6,1926.8,2148.5,2057.8,2071.2,3779.1,1791.4,1109.5,979.0,906.7,2806.6,1318.2,1327.9,1747.7,2021.8,621.1,1041.2,624.6,279.5,190.1,342.1,368.5,369.5,175.9,298.5,751.2,205.8,770.3,616.2,547.5,171.6,0.0,480.8,440.5,779.0,388.9,606.4,888.7,582.6,388.1,114.4,822.2,606.8,917.7
Point_113,806.3,691.0,715.9,920.9,871.2,570.3,1163.2,1862.3,1671.7,829.5,998.3,1348.1,1307.7,1551.7,1387.2,1553.2,1499.1,580.7,1747.8,753.4,1032.7,1076.6,1583.2,1698.9,1784.9,1586.7,1922.8,1270.9,486.0,1696.4,2399.6,2338.5,1821.1,2526.2,2313.2,2567.7,2238.6,2266.9,1986.4,2156.6,1987.7,2459.5,2212.3,1577.3,1769.6,1639.4,1445.1,3881.7,3660.7,4265.6,3389.9,5127.7,3080.8,3284.4,2793.7,2946.0,3260.4,3539.2,1904.3,1925.4,1690.2,1934.3,1895.9,1711.6,1648.4,1976.4,2087.9,2231.0,2299.9,3778.4,2150.0,1875.4,1597.3,1733.5,1456.8,1131.7,2008.5,1257.2,1644.5,1749.8,2153.7,1763.4,2407.6,2629.3,2538.6,2552.0,4259.9,2272.2,1590.3,1459.8,1387.5,3287.4,1799.0,1808.7,2228.5,2502.6,1101.9,698.1,887.6,536.5,670.9,142.8,659.0,850.3,656.7,779.3,1232.0,496.3,1251.1,1097.0,1028.3,652.4,480.8,0.0,697.4,484.8,869.7,312.2,1369.5,288.4,868.9,366.4,528.0,1087.6,623.5
Point_114,765.9,1201.8,879.1,1158.0,1050.0,800.0,1122.9,1821.9,1631.4,789.1,957.9,1307.8,1267.3,1788.8,1346.9,1512.8,1458.7,1091.5,1707.4,713.0,992.3,1036.3,1542.9,1658.6,1744.5,1546.4,1882.5,1230.6,996.8,1933.5,2359.3,2298.2,1780.8,2206.6,2272.9,2527.3,2198.2,2226.6,1946.1,2116.2,1947.3,2419.2,2172.0,1257.7,1450.0,1319.7,1125.5,3562.0,3341.0,3946.0,3070.3,4808.1,2761.1,2964.8,2474.1,2626.4,2940.8,3219.5,1584.6,1605.8,1370.6,1614.7,1576.2,1391.9,1608.1,1936.1,2047.6,2190.6,2259.6,3458.8,2109.7,1835.1,1557.0,1693.2,1137.2,812.0,1319.9,937.5,1604.2,1709.4,2113.3,1723.1,2367.2,2589.0,2498.2,2511.6,3940.3,2231.9,1549.9,1042.3,1347.2,2967.7,1479.4,1768.4,2188.2,2182.9,445.0,458.6,184.1,161.0,306.4,351.2,618.7,809.9,449.7,414.8,1191.7,455.9,464.2,777.4,988.0,265.5,440.5,697.4,0.0,586.9,519.4,823.0,1329.2,799.2,560.9,331.0,1038.9,301.5,1134.3
Point_115,1104.5,767.0,792.0,996.9,947.3,646.3,1135.7,2160.5,1970.0,1127.7,1296.5,1361.6,1280.2,1627.7,1359.7,1525.7,1797.3,656.7,2046.0,1051.6,1005.2,1374.8,1881.4,1997.1,2083.1,1885.0,2221.0,1569.1,562.1,1772.4,2697.8,2636.7,2119.3,2662.8,2611.5,2865.9,2536.8,2565.1,2284.7,2454.8,2285.9,2757.7,2510.5,1713.9,1906.2,1776.0,1581.7,4018.3,3797.3,4402.2,3526.5,5264.3,3217.4,3421.0,2930.3,3082.6,3397.0,3675.8,2040.9,2062.0,1826.8,2070.9,2032.5,1848.2,1946.6,2274.6,2386.1,2529.2,2598.2,3915.0,2448.2,2173.6,1895.6,2031.8,1593.4,1268.3,2306.8,1393.7,1942.7,2048.0,2451.9,2061.6,2705.8,2927.5,2836.8,2850.2,4396.5,2570.4,1888.5,1498.6,1685.7,3424.0,1935.6,2107.0,2526.8,2639.2,706.1,213.2,402.8,834.7,969.1,621.5,957.2,1148.5,954.9,871.0,1530.2,794.5,611.5,1233.6,1326.6,950.6,779.0,484.8,586.9,0.0,780.6,388.2,1667.7,196.4,822.1,664.7,337.7,562.7,699.5
Point_116,585.1,1374.1,1199.8,1478.6,1370.6,972.3,1696.2,1625.3,1434.8,1109.8,1447.9,1906.2,1840.7,2109.4,1920.2,2086.2,1262.1,1263.8,1510.8,1033.7,1313.0,1409.7,1346.3,1462.0,1547.9,1349.8,1685.9,1788.1,1169.1,2254.1,2162.7,2101.6,1584.1,1882.2,2076.3,2330.7,2001.6,2030.0,1749.5,1919.6,1750.7,2222.6,1975.3,933.3,1125.6,995.4,801.1,3237.7,3016.7,3621.6,2745.9,4483.7,2436.8,2640.4,2149.7,2302.0,2616.4,2895.1,1260.3,1281.4,1046.2,1290.3,1251.8,1067.6,1411.5,1739.5,1851.0,1994.0,2063.0,3134.4,1913.0,1638.4,1360.4,1496.6,812.8,487.7,995.6,613.1,1407.6,1512.8,1916.7,1526.5,2170.6,2392.4,2301.6,2315.0,3615.9,2035.3,1353.3,717.9,1150.6,2643.3,1155.0,1571.8,1991.6,1858.6,232.1,652.3,504.6,490.1,198.8,731.0,939.3,613.3,435.5,90.4,995.1,776.6,381.3,453.0,791.4,385.6,388.9,869.7,505.2,780.6,0.0,995.3,1132.6,971.5,143.2,503.3,1211.1,217.9,1306.6
Point_117,931.8,378.8,544.7,749.7,700.0,399.1,888.5,1987.9,1797.3,955.0,1123.9,1114.4,1032.9,1380.5,1112.5,1278.4,1624.7,268.5,1873.4,879.0,757.9,1202.2,1708.8,1824.5,1910.4,1712.3,2048.4,1396.5,173.8,1525.2,2525.2,2464.1,1946.7,2651.8,2438.8,2693.2,2364.1,2392.5,2112.0,2282.1,2113.2,2585.1,2337.9,1702.9,1895.2,1764.9,1570.7,4007.2,3786.3,4391.2,3515.5,5253.3,3206.4,3410.0,2919.3,3071.6,3386.0,3664.7,2029.9,2051.0,1815.8,2059.9,2021.4,1837.1,1774.0,2102.0,2213.5,2356.6,2425.5,3904.0,2275.6,2001.0,1722.9,1859.1,1582.4,1257.2,2134.1,1382.7,1770.1,1875.3,2279.3,1889.0,2533.1,2754.9,2664.2,2677.5,4385.5,2397.8,1715.8,1585.4,1513.1,3412.9,1924.6,1934.3,2354.1,2628.2,1227.4,601.5,791.0,662.1,796.5,448.9,784.6,975.8,782.3,904.9,1357.6,621.9,1376.6,1222.6,1153.9,778.0,606.4,312.2,823.0,388.2,995.3,0.0,1495.1,191.8,994.5,492.0,215.8,1213.2,311.3
Point_118,805.4,1737.6,750.4,1029.2,820.4,845.7,563.7,1426.6,1236.0,484.2,315.4,666.6,708.1,1375.4,787.7,953.6,129.6,1139.2,506.1,584.3,687.4,277.2,213.7,363.9,278.0,476.8,654.0,589.4,1532.6,1520.1,1963.9,1902.8,1385.4,2525.3,1877.5,2132.0,1802.9,1831.2,1550.8,1720.9,1552.0,2023.8,1776.6,1576.4,1768.7,1638.5,1444.2,3880.8,3659.8,4264.7,3389.0,5126.8,3079.9,3283.6,2792.8,2945.1,3259.5,3538.3,1903.4,1924.5,1689.3,1933.4,1895.0,1710.7,1212.7,1540.7,1652.2,1795.3,1864.2,3777.5,1714.3,1439.7,1161.7,1297.9,1455.9,1130.8,1572.8,1256.3,1208.8,1314.1,1718.0,1327.7,1971.9,2193.6,2102.9,2116.3,4259.0,1836.5,1154.6,1024.1,951.8,3286.5,1798.1,1373.1,1792.9,2501.7,1232.0,1652.2,1504.5,1031.9,799.1,1094.5,489.9,399.5,655.8,909.4,796.3,562.7,1381.2,1096.1,592.6,841.0,752.4,1233.2,1105.4,1531.5,999.9,1358.8,0.0,1335.0,1066.4,866.8,1574.7,1217.8,1670.1
Point_119,908.0,570.6,595.5,800.5,750.8,449.9,939.3,1964.1,1773.5,931.2,1100.1,1165.2,1083.7,1431.3,1163.3,1329.2,1600.9,460.3,1849.6,855.2,808.7,1178.4,1685.0,1800.7,1886.6,1688.5,2024.6,1372.7,365.6,1576.0,2501.4,2440.3,1922.9,2628.0,2415.0,2669.4,2340.4,2368.7,2088.2,2258.3,2089.4,2561.3,2314.1,1679.1,1871.4,1741.1,1546.9,3983.4,3762.5,4367.4,3491.7,5229.5,3182.6,3386.2,2895.5,3047.8,3362.2,3640.9,2006.1,2027.2,1792.0,2036.1,1997.6,1813.4,1750.2,2078.2,2189.7,2332.8,2401.7,3880.2,2251.8,1977.2,1699.1,1835.3,1558.6,1233.5,2110.3,1358.9,1746.3,1851.5,2255.5,1865.2,2509.3,2731.1,2640.4,2653.7,4361.7,2374.0,1692.0,1561.6,1489.3,3389.1,1900.8,1910.5,2330.3,2604.4,1203.6,409.7,599.2,638.3,772.7,425.1,760.8,952.0,758.5,881.1,1333.8,598.1,807.9,1198.8,1130.1,754.2,582.6,288.4,799.2,196.4,971.5,191.8,1471.3,0.0,970.7,468.2,268.9,759.1,503.1
Point_120,728.3,1373.3,1006.3,1285.1,1177.2,971.5,1250.1,1768.5,1578.0,916.3,1591.1,2049.4,1394.5,1916.0,1474.1,1640.0,1405.3,1263.0,1654.0,840.2,1119.5,1552.9,1489.5,1605.2,1691.1,1493.0,1829.0,1931.3,1168.3,2060.6,2305.8,2244.7,1727.3,2025.4,2219.5,2473.9,2144.8,2173.2,1892.7,2062.8,1893.9,2365.7,2118.5,1076.5,1268.8,1138.5,944.3,3380.8,3159.9,3764.8,2889.1,4626.9,2580.0,2783.6,2292.9,2445.2,2759.6,3038.3,1403.5,1424.6,1189.4,1433.5,1395.0,1210.7,1554.6,1882.7,1994.1,2137.2,2206.2,3277.6,2056.2,1781.6,1503.6,1639.8,956.0,630.8,1138.7,756.3,1550.7,1656.0,2059.9,1669.7,2313.8,2535.6,2444.8,2458.2,3759.1,2178.5,1496.5,861.1,1293.8,2786.5,1298.2,1715.0,2134.8,2001.8,273.6,693.8,546.1,489.3,198.0,730.2,745.8,756.5,578.7,233.6,1138.3,583.1,422.8,596.2,934.6,384.8,388.1,868.9,504.4,822.1,143.2,994.5,1275.7,970.7,0.0,502.5,1210.3,259.4,1305.8
Point_121,439.8,870.8,553.0,831.9,723.9,469.0,796.8,1495.9,1305.3,463.0,631.8,981.7,941.2,1462.7,1020.8,1186.7,1132.6,760.5,1381.4,387.0,666.2,710.2,1216.8,1332.5,1418.4,1220.3,1556.4,904.5,665.8,1607.4,2033.2,1972.1,1454.7,2159.8,1946.8,2201.2,1872.1,1900.5,1620.0,1790.1,1621.2,2093.1,1845.9,1210.9,1403.2,1272.9,1078.7,3515.2,3294.2,3899.2,3023.5,4761.3,2714.3,2918.0,2427.3,2579.6,2894.0,3172.7,1537.8,1559.0,1323.8,1567.9,1529.4,1345.1,1282.0,1610.0,1721.5,1864.5,1933.5,3412.0,1783.6,1509.0,1230.9,1367.1,1090.4,765.2,1642.1,890.7,1278.1,1383.3,1787.2,1397.0,2041.1,2262.9,2172.1,2185.5,3893.5,1905.8,1223.8,1093.4,1021.1,2920.9,1432.6,1442.3,1862.1,2136.1,735.4,877.9,515.1,170.0,304.5,227.7,292.6,483.8,290.2,412.9,865.6,129.8,884.6,730.6,661.9,286.0,114.4,366.4,331.0,664.7,503.3,492.0,1003.1,468.2,502.5,0.0,707.9,721.2,803.3
Point_122,1147.7,549.5,760.6,965.5,915.9,614.9,1104.3,2203.7,2013.1,1170.9,1339.7,1330.2,1248.8,1596.3,1328.3,1494.3,1840.5,484.3,2089.2,1094.8,973.8,1418.0,1924.6,2040.3,2126.3,1928.2,2264.2,1612.3,389.7,1741.0,2741.0,2679.9,2162.5,2867.6,2654.6,2909.1,2580.0,2608.3,2327.9,2498.0,2329.1,2800.9,2553.7,1918.7,2111.0,1980.8,1786.5,4223.1,4002.1,4607.0,3731.3,5469.1,3422.2,3625.9,3135.1,3287.4,3601.8,3880.6,2245.7,2266.8,2031.6,2275.7,2237.3,2053.0,1989.8,2317.8,2429.3,2572.4,2641.3,4119.8,2491.4,2216.8,1938.8,2075.0,1798.2,1473.1,2349.9,1598.6,1985.9,2091.2,2495.1,2104.8,2749.0,2970.7,2880.0,2893.4,4601.3,2613.6,1931.7,1801.2,1728.9,3628.8,2140.4,2150.2,2570.0,2844.0,1443.3,551.0,740.5,877.9,1012.3,664.7,1000.4,1191.7,998.1,1120.7,1573.4,837.7,949.2,1438.4,1369.7,993.8,822.2,528.0,1038.9,337.7,1211.1,215.8,1710.9,268.9,1210.3,707.9,0.0,1429.1,312.7
Point_123,803.0,1592.0,1417.7,1696.5,1588.5,1190.2,1914.1,1843.3,1652.7,1327.7,1665.8,2124.1,2058.6,2327.3,2138.1,2304.1,1480.1,1481.7,1728.8,1251.6,1530.9,1627.7,1564.2,1679.9,1765.8,1567.7,1903.8,2006.0,1387.0,2472.0,2380.6,2319.5,1802.1,2100.1,2294.2,2548.6,2219.5,2247.9,1967.4,2137.5,1968.6,2440.5,2193.3,1151.2,1343.5,1213.3,1019.0,3455.6,3234.6,3839.5,2963.8,4701.6,2654.7,2858.4,2367.6,2519.9,2834.3,3113.1,1478.2,1499.3,1264.1,1508.2,1469.8,1285.5,1629.4,1957.4,2068.9,2212.0,2280.9,3352.3,2131.0,1856.4,1578.3,1714.5,1030.7,705.6,1213.5,831.1,1625.5,1730.7,2134.7,1744.4,2388.5,2610.3,2519.6,2532.9,3833.8,2253.2,1571.2,935.9,1368.5,2861.3,1372.9,1789.7,2209.5,2076.5,143.4,434.4,286.7,708.1,416.7,948.9,1157.2,831.2,653.4,308.3,1213.0,994.5,163.4,670.9,1009.3,603.5,606.8,1087.6,301.5,562.7,217.9,1213.2,1350.5,1189.4,259.4,721.2,1429.1,0.0,1524.5
Point_124,1243.1,431.4,856.0,1060.9,1011.3,710.3,1199.8,2299.2,2108.6,1266.3,1435.1,1425.6,1344.2,1691.8,1423.8,1589.7,1935.9,579.8,2184.7,1190.3,1069.2,1513.5,2020.1,2135.8,2221.7,2023.6,2359.7,1707.8,485.1,1836.4,2836.5,2775.4,2258.0,2963.1,2750.1,3004.5,2675.4,2703.8,2423.3,2593.4,2424.5,2896.4,2649.2,2014.2,2206.5,2076.2,1882.0,4318.5,4097.5,4702.5,3826.8,5564.6,3517.6,3721.3,3230.6,3382.9,3697.3,3976.0,2341.1,2362.3,2127.1,2371.2,2332.7,2148.4,2085.3,2413.3,2524.8,2667.8,2736.8,4215.3,2586.9,2312.3,2034.2,2170.4,1893.7,1568.5,2445.4,1694.0,2081.4,2186.6,2590.5,2200.3,2844.4,3066.2,2975.4,2988.8,4696.8,2709.1,2027.1,1896.7,1824.4,3724.2,2235.9,2245.6,2665.4,2939.4,1538.7,912.7,1102.3,973.3,1107.8,760.2,1095.9,1287.1,1093.5,1216.2,1668.9,933.1,1687.9,1533.9,1465.2,1089.3,917.7,623.5,1134.3,699.5,1306.6,311.3,1806.4,503.1,1305.8,803.3,312.7,1524.5,0.0
